row ID,agent_city,agent_firm_name,agent_state,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,year,decision_year,decision_month
179377,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-16081-86873,2016-06-10,Certified,H-1B,INDIA,2016-09-08,170 west tasman drive,MAIL STOP: SJC 05/1/4,san jose,UNITED STATES OF AMERICA,relocation specialist,"cisco systems, inc.",71833,4085264000,,95134,ca,1984,,,FREMONT,Bachelor's,2016,2016,9
221427,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-14125-66478,2014-07-14,Certified-Expired,H-1B,INDIA,2014-12-08,1140 e. arques avenue,,sunnyvale,UNITED STATES OF AMERICA,director global staffing & development,"silicon image, inc.",623,4086164000,,94085,california,1995,A,INDIA,SANTA CLARA,Bachelor's,2014,2014,12
217949,lawrenceville,princeton law group,nj,A-16127-06652,2016-07-28,Certified,H-1B,INDIA,2016-10-06,30 montgomery street,SUITE 1240,jersey city,UNITED STATES OF AMERICA,head of professional services,saksoft inc,54,2014814609,,7302,nj,2000,,,HENRICO,Master's,2016,2016,10
1005,coral gables,"fragomen, del rey, bernsen & loewy",fl,A-15070-57634,2015-03-27,Certified-Expired,H-1B,SPAIN,2015-10-08,16250 n.w. 59th avenue,SUITE 208,miami lakes,UNITED STATES OF AMERICA,managing member,vital one health plans direct llc,40,18666692214,,33014,fl,2009,,,MIAMI,Bachelor's,2015,2015,10
203435,san diego,"fragomen, del rey, bersen & loewy, llp",ca,A-14143-71986,2014-06-26,Certified-Expired,H-1B,CHINA,2014-11-18,5775 morehouse drive,,san diego,UNITED STATES OF AMERICA,immigration specialist - qualcomm hr,qualcomm technologies inc.,31000,8586511440,,92121,california,2011,N,CHINA,SAN JOSE,Doctorate,2014,2014,11
13591,,,,A-14257-06762,2014-09-18,Certified-Expired,,INDIA,2015-02-13,28411 northwestern highway,# 640,southfield,UNITED STATES OF AMERICA,director professional servicce,technosoft corporation,418,2486032600,2600,48034,michigan,1996,Y,INDIA,MADISON,Master's,2014,2015,2
96236,boston,"fragomen, del rey, bernsen & loewy llp",ma,A-15323-41424,2015-11-30,Certified,H-1B,INDIA,2016-04-13,330 potrero avenue,None,sunnyvale,UNITED STATES OF AMERICA,senior executive - isg,hcl america inc.,9770,4087330480,,94085,ca,1988,,,MELBOURNE,Bachelor's,2015,2016,4
324047,atlanta,"alston & bird, llp",ga,A-14182-84266,2014-07-11,Certified-Expired,H-1B,INDIA,2014-12-05,1932 wynnton road,,columbus,UNITED STATES OF AMERICA,sr. vice president and deputy general counsel,aflac,4347,7063233431,,31999,georgia,1955,A,INDIA,MIDLAND,Master's,2014,2014,12
228159,indianapolis,"lewis & kappes, p.c.",in,A-14177-82319,2014-08-06,Certified-Expired,H-1B,NEPAL,2015-01-05,5500 wabash ave cm24,,terre haute,UNITED STATES OF AMERICA,director of human resources,rose-hulman institute of technology,526,8128778176,,47803,indiana,1874,A,NEPAL,TERRE HAUTE,Doctorate,2014,2015,1
87358,los angeles,law offices of james s. hong,ca,A-14170-80188,2014-06-27,Certified-Expired,E-2,SOUTH KOREA,2014-11-24,690 wilshire place,,los angeles,UNITED STATES OF AMERICA,ceo,joins america inc,30,2133682561,,90005,california,2007,Y,SOUTH KOREA,LOS ANGELES,Bachelor's,2014,2014,11
313338,denver,ogletree deakins,co,A-15015-42723,2015-01-21,Certified,H-1B,CHINA,2015-08-14,15 inverness way east,,englewood,UNITED STATES OF AMERICA,immigration & relocation manager,ihs global inc,3613,3033972600,,80112-5776,colorado,1987,A,CHINA,GERMANTOWN,Master's,2015,2015,8
143095,,,,A-14351-35621,2014-12-18,Certified,H-1B,INDIA,2015-07-15,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,SAN ANTONIO,Master's,2014,2015,7
370997,boston,"fragomen, del rey, bernsen & loewy, llp",ma,A-15153-82046,2015-08-11,Certified-Expired,H-1B,INDIA,2016-02-04,9200 east panorama circle,SUITE 200,englewood,UNITED STATES OF AMERICA,delivery manager,"igt solutions, inc.",127,3033975000,,80112,co,2001,,,AURORA,Bachelor's,2015,2016,2
315791,glen allen,"dyer immigration law group, p.c.",va,A-16117-02169,2016-05-24,Certified,H-1B,INDIA,2016-08-01,"46750 fremont blvd, ste 204",None,fremont,UNITED STATES OF AMERICA,ceo,techaspect solutions inc,36,5109623200,102,94538,ca,2000,,,HACKENSACK,Master's,2016,2016,8
75287,,,,A-14322-26664,2015-01-07,Certified-Expired,H-1B,INDIA,2016-02-12,one corporate place south,3RD FLOOR,piscataway,UNITED STATES OF AMERICA,general counsel,"marlabs, inc",500,7326941000,1600,8854,nj,1996,,,SCARBOROUGH,Bachelor's,2015,2016,2
208968,san francisco,"morgan, lewis & bockius llp",ca,A-14321-26192,2014-12-01,Certified,H-1B,INDIA,2015-06-05,3307 hillview avenue,,palo alto,UNITED STATES OF AMERICA,"director, immigration and global mobility",tibco software inc.,3902,6508465736,,94304,california,1997,N,INDIA,SANTA CLARA,Bachelor's,2014,2015,6
213697,ann arbor,"irani and wise, plc",mi,A-16175-25270,2016-07-11,Certified,H-1B,CANADA,2016-10-14,"1500 student activities building, 515 e. jefferson street",None,ann arbor,UNITED STATES OF AMERICA,"interim dean, school of information",university of michigan,58000,7347634081,,48109-1316,mi,1817,,,ANN ARBOR,Doctorate,2016,2016,10
30288,boston,"fragomen, del rey, bernsen & loewy, llp",ma,A-16166-21377,2016-07-05,Certified,F-1,BAHRAIN,2016-09-20,440 terry ave n,None,seattle,UNITED STATES OF AMERICA,immigration specialist,amazon corporate llc,230800,2062661000,,98109,wa,1999,,,SEATTLE,Bachelor's,2016,2016,9
332975,addison,"fragomen, del rey, bernsen & loewy, llp",tx,A-14300-19773,2014-12-22,Certified,H-1B,INDIA,2015-06-25,6565 n macarthur blvd ste 150,,irving,UNITED STATES OF AMERICA,head of technology and operations,"mantra telecom, inc",68,9725060900,,75039,texas,2008,A,INDIA,IRVING,Bachelor's,2014,2015,6
222375,phoenix,"fragomen, del rey, bernsen & loewy, llp",az,A-16081-87251,2016-06-04,Certified,L-1,CHINA,2016-08-31,2200 mission college blvd.,None,santa clara,UNITED STATES OF AMERICA,u.s. immigration ops manager,intel corporation,54000,4087658080,,95052,ca,1968,,,HILLSBORO,Bachelor's,2016,2016,8
74093,boston,seyfarth shaw llp,ma,A-14106-61297,2014-06-06,Certified-Expired,H-1B,INDIA,2014-10-30,140 kendrick street,,needham,UNITED STATES OF AMERICA,immigration specialist,ptc inc.,6278,7813705000,,2494,massachusetts,1985,N,INDIA,FRISCO,Master's,2014,2014,10
39472,atlanta,ogletree deakins,ga,A-15310-36912,2015-11-12,Certified,H-1B,INDIA,2016-04-29,one post street,None,san francisco,UNITED STATES OF AMERICA,mobility specialist,mckesson corporation,42800,4159838300,,94104,ca,1833,,,MISSION,Bachelor's,2015,2016,4
201571,new york,galab dhungana esquire p. c.,ny,A-14314-24166,2014-11-13,Certified,H-1B,INDIA,2015-05-14,30 montgomery st,SUITE 1245,jersey city,UNITED STATES OF AMERICA,ceo,ana-data consulting inc,46,2013443005,,7302,new jersey,1993,Y,INDIA,PISCATAWAY,Bachelor's,2014,2015,5
327164,salt lake city,"gardner and taylor, pllc",ut,A-14134-69294,2014-06-09,Certified-Expired,H-1B,INDIA,2014-11-05,3940 glenbrook drive,,hailey,UNITED STATES OF AMERICA,human resources coordinator,"power engineers, inc.",1500,2087883456,,83333,idaho,1976,Y,INDIA,ST. LOUIS,Master's,2014,2014,11
313490,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-15027-45891,2015-02-20,Certified,H-1B,VENEZUELA,2015-09-11,1000 harbor boulevard,,weehawken,UNITED STATES OF AMERICA,managing director/complex manager,ubs financial services inc.,65000,2013523000,,7086,new jersey,1862,A,VENEZUELA,HOUSTON,Master's,2015,2015,9
88132,new york,law offices of jun wang,ny,A-16266-55202,2016-10-04,Certified,H-1B,INDIA,2016-12-21,"one normal avenue, cels 404",None,montclair,UNITED STATES OF AMERICA,president & ceo,"endomedix, inc.",4,8482481883,,7043,nj,2005,,,KEARNY,Master's,2016,2016,12
305903,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-15054-53019,2015-03-23,Certified,H-1B,INDIA,2015-09-21,150 rose orchard way,,san jose,UNITED STATES OF AMERICA,hr coordinator,"arm, inc.",680,4085761111,,95134-1358,california,1991,A,INDIA,AUSTIN,Bachelor's,2015,2015,9
163929,new york,"fragomen, delrey, bernsen & loewy, llp",ny,A-16236-45514,2016-09-07,Certified,H-1B,TRINIDAD AND TOBAGO,2016-11-16,60 east 42nd street,3RD FLOOR,new york,UNITED STATES OF AMERICA,"business partner, human resources",gerson lehrman group,1115,2129848500,,10165,ny,1998,,,BROOKLYN,Bachelor's,2016,2016,11
6354,,,,A-16041-71369,2016-02-11,Certified,H-1B,INDIA,2016-06-08,211 quality circle,None,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,tx,1994,,,MILPITAS,Master's,2016,2016,6
97331,los angeles,"lee law offices, aplc",ca,A-16237-45924,2016-08-19,Certified,F-1,SOUTH KOREA,2016-11-15,"933 towne ave., #104",None,los angeles,UNITED STATES OF AMERICA,president,privy inc.,20,2134934940,,90021,ca,2014,,,LOS ANGELES,High School,2016,2016,11
94773,,,,A-13360-28345,2013-12-27,Certified,H-1B,INDIA,2015-04-09,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,N,INDIA,NEW YORK CITY,Bachelor's,2013,2015,4
330834,addison,"fragomen, del rey, bernsen & loewy, llp",tx,A-15317-39083,2015-11-17,Certified,H-1B,MEXICO,2016-04-14,222 w. las colinas blvd.,SUITE 2000,irving,UNITED STATES OF AMERICA,director of human resources,familia care inc.,59,9729573000,8603,75039,tx,2000,,,IRVING,Bachelor's,2015,2016,4
238333,new york,"fragomen, del rey, bernsen & loewy llp",ny,A-15169-88656,2015-07-06,Withdrawn,L-1,SWITZERLAND,2015-11-06,7 world trade center,"250 GREENWICH STREET, 49TH FLOOR",new york,UNITED STATES OF AMERICA,"senior associate, human resources",msci inc.,2800,2128043900,,10007,ny,1997,,,JERSEY CITY,Master's,2015,2015,11
210192,san francisco,weaver schlenger llp,ca,A-16196-32899,2016-07-14,Certified,H-1B,SOUTH KOREA,2016-10-18,1321 murfreesboro pike,SUITE 702,nashville,UNITED STATES OF AMERICA,assistant vice president of human resources,spectrum center,655,6155775661,5647,37217,tn,1975,,,DALY CITY,Master's,2016,2016,10
318183,new york,rekhi law offices llc,ny,A-15075-58823,2015-03-21,Certified,F-1,TURKEY,2015-09-29,4400 2nd avenue,,brooklyn,UNITED STATES OF AMERICA,executive vice president,volmar construction inc.,130,7188322444,111,11232,new york,1988,A,TURKEY,NEW YORK,Master's,2015,2015,9
162976,,,,A-14364-38618,2014-12-30,Certified,L-1,INDIA,2015-06-23,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,RALEIGH,Bachelor's,2014,2015,6
43354,trumbull,"kidambi & associates, p.c.",ct,A-14182-84227,2014-07-14,Certified-Expired,H-1B,INDIA,2014-12-08,2948 artesian rd. suite 108,,naperville,UNITED STATES OF AMERICA,director-operations,it resonance inc.,18,6304289700,,60564,illinois,2004,A,INDIA,MUNDELEIN,Master's,2014,2014,12
166620,boston,"maiona & ward, p.c.",ma,A-15222-06843,2015-08-10,Certified-Expired,H-1B,INDIA,2016-02-11,70 blanchard road,SUITE 500,burlington,UNITED STATES OF AMERICA,hr manager,"collaborative consulting, llc",421,7815652600,2514,1803,ma,1999,,,BURLINGTON,Master's,2015,2016,2
165544,houston,law offices of dakshini r. sen p.c.,tx,A-16050-74977,2016-04-05,Certified,H-1B,INDIA,2016-07-05,9510 leopard street,None,corpus christi,UNITED STATES OF AMERICA,president,"govind development, llc",189,3612412777,,78410,tx,2007,,,CORPUS CHRISTI,Master's,2016,2016,7
142333,chicago,"global immigration associates, p.c.",il,A-16095-92657,2016-04-26,Certified,H-1B,INDIA,2016-07-18,5050 edgewood court,None,jacksonville,UNITED STATES OF AMERICA,"managing sr. dir & legal counsel, labor & empl.","winn-dixie stores, inc.",62000,9047835000,,32254,fl,1955,,,JACKSONVILLE,Bachelor's,2016,2016,7
17060,,,,A-14353-36394,2014-12-19,Certified,H-1B,INDIA,2015-07-09,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,TUSTIN,Bachelor's,2014,2015,7
305299,santa clara,law offices of aruna venkidu & raj,ca,A-14188-85608,2014-10-10,Certified-Expired,H-1B,INDIA,2015-03-06,525 vine street,SUITE 2300,cincinnati,UNITED STATES OF AMERICA,consultant hr & finance,"slk america, inc.",160,5132830896,,45202,ohio,2001,A,INDIA,CHEEKTOWAGA,Bachelor's,2014,2015,3
109688,fremont,,ca,A-15147-80399,2015-05-27,Certified-Expired,H-1B,INDIA,2015-11-20,15809 bear creek pkwy,SUITE #410,redmond,UNITED STATES OF AMERICA,president,ramp technology  group llc,83,4254671840,,98052,wa,2001,,,WARREN,Master's,2015,2015,11
295520,new york,"fragomen, del rey, bernsen & loewy llp",ny,A-14167-78497,2014-06-17,Certified-Expired,H-1B,INDIA,2014-11-04,11 madison avenue,,new york,UNITED STATES OF AMERICA,assistant vice president,credit suisse securities (usa) llc,46000,2123252000,,10010,new york,1856,Y,INDIA,JERSEY CITY,Bachelor's,2014,2014,11
178496,reston,"goel & anderson, llc",va,A-16068-81442,2016-03-12,Certified,H-1B,INDIA,2016-06-28,"100 somerset corporate boulevard, suite 5000, 5th floor",(IGATE NOW BRANDED AS CAPGEMINI),bridgewater,UNITED STATES OF AMERICA,manager immigration,"igate technologies, inc.",3500,9082198050,,8807,nj,2000,,,BLOOMINGTON,Bachelor's,2016,2016,6
117709,owings mills,murthy law firm,md,A-13140-65055,2013-05-20,Certified-Expired,H-1B,INDIA,2014-12-09,11381 southbridge parkway,,alpharetta,UNITED STATES OF AMERICA,hr manager,adroix corp (dba) codeforce 360,50,7704107770,387,30022,georgia,2010,A,INDIA,ALPHARETTA,Master's,2013,2014,12
141449,san diego,"fragomen, del rey, bernsen & loewy, llp",ca,A-14210-93607,2014-09-04,Certified-Expired,H-1B,NIGERIA,2015-02-02,5775 morehouse drive,,san diego,UNITED STATES OF AMERICA,immigration specialist - qualcomm hr,qualcomm technologies inc.,27800,8586511440,,92121,california,2011,N,NIGERIA,AUSTIN,Master's,2014,2015,2
152450,miami,the law offices of pierce rivera & assoc.,fl,A-15300-32740,2015-11-07,Certified,,EL SALVADOR,2016-04-08,28771 s diesel drive,STE 1,bonita springs,UNITED STATES OF AMERICA,president,raebecca drapery by design,12,2394952810,,34135,fl,2005,,,BONITA SPRINGS,Bachelor's,2015,2016,4
6951,"toronto, on, canada",egan llp,,A-15062-55598,2015-03-12,Certified,H-1B,CHINA,2015-09-18,200 plaza drive,,secaucus,UNITED STATES OF AMERICA,"associate director, americas mobility",ernst & young u.s. llp,31000,2018722200,2899,7094,new jersey,1989,N,CHINA,NEW YORK,Bachelor's,2015,2015,9
281740,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-14300-19590,2014-12-18,Certified,H-1B,INDIA,2015-07-14,1700 market street,,philadelphia,UNITED STATES OF AMERICA,"lead specialist, hr, deloitte services lp,as agent",deloitte consulting llp,15000,2148401464,,19103,pennsylvania,1996,Y,INDIA,SUGARLAND,Master's,2014,2015,7
62229,washington,"morgan, lewis & bockius llp",dc,A-14293-17327,2014-10-27,Certified,H-1B,INDIA,2015-04-15,"1202 dragon st., ste. 100",,dallas,UNITED STATES OF AMERICA,president,"hossley lighting associates, inc.",31,2144137000,,75207,texas,1978,A,NEPAL,DALLAS,Bachelor's,2014,2015,4
348793,washington,"morgan, lewis & bockius llp",dc,A-16076-85347,2016-04-11,Certified,H-1B,INDIA,2016-07-12,one liberty plaza,165 BROADWAY,new york,UNITED STATES OF AMERICA,"managing director, human resources","itg software solutions, inc",695,2125884000,,10006,ny,1991,,,EDISON,Bachelor's,2016,2016,7
308179,houston,"barnett law group, pllc",tx,A-14251-04724,2014-09-08,Certified-Expired,H-1B,PHILIPPINES,2015-02-03,2402 w us highway 77 suite a,,san benito,UNITED STATES OF AMERICA,owner/administrator,tri-county kids care,45,9563994500,,78586,texas,2010,N,PHILIPPINES,HARLINGEN,Bachelor's,2014,2015,2
90150,austin,"ogletree, deakins, nash, smoak & stewart, p.c.",tx,A-15343-48557,2016-03-15,Certified,H-1B,INDIA,2016-06-16,3401 hillview avenue,None,palo alto,UNITED STATES OF AMERICA,global immigration program manager,"vmware, inc.",7551,6504275000,,94304-1320,ca,1998,,,SUNNYVALE,Bachelor's,2016,2016,6
195303,chicago,kriezelman burton and associates,il,A-15007-39950,2015-01-15,Certified-Expired,F-1,INDIA,2016-01-29,"11271 richmond ave, suite h108",None,houston,UNITED STATES OF AMERICA,director,3s business corporation,50,2818239222,,77082,tx,2010,,,HOUSTON,Master's,2015,2016,1
64246,kendall park,"rajan & rajan, llp",nj,A-16050-74848,2016-02-19,Certified,H-1B,INDIA,2016-06-10,665 east lincoln ave.,None,rahway,UNITED STATES OF AMERICA,president,sunrise pharmaceutical inc,39,7323826085,101,7065,nj,2004,,,PARLIN,Master's,2016,2016,6
248102,chicago,zulkie partners llc,il,A-16202-34357,2016-08-11,Certified,H-1B,INDIA,2016-11-02,one baxter parkway,DF6-2E,deerfield,UNITED STATES OF AMERICA,"senior analyst, global mobility",baxter healthcare corporation,50000,2249482000,,60015,il,1931,,,VERNON HILLS,Master's,2016,2016,11
342116,west bloomfield,"joseph kallabat & associates, p.c.",mi,A-14302-20741,2014-11-11,Certified,H-1B,INDIA,2015-05-01,2000 town center,STE. 300,southfield,UNITED STATES OF AMERICA,president,millennium software inc.,325,2482131800,,48075,michigan,1996,Y,INDIA,DEARBORN,Bachelor's,2014,2015,5
26498,san jose,immigration law group llp,ca,A-15197-99095,2015-07-23,Certified-Expired,H-1B,INDIA,2016-01-28,1133 innovation way,None,sunnyvale,UNITED STATES OF AMERICA,global mobility manager,juniper networks,2712,4087452000,,94089,ca,1996,,,PORTLAND,Bachelor's,2015,2016,1
111908,troy,"fragomen, del rey, bernsen and loewy",mi,A-15035-48022,2015-02-27,Certified,H-1B,MEXICO,2015-08-28,330 ronan hall,OFFICE OF INTERNATIONAL AFFAIRS,mount pleasant,UNITED STATES OF AMERICA,"director, international student/scholar services",central michigan university,2200,9897744308,,48859,michigan,1892,A,MEXICO,MOUNT PLEASANT,Doctorate,2015,2015,8
14669,pittsburgh,cohen & grigsby p.c.,pa,A-16111-99409,2016-04-20,Certified,H-1B,INDIA,2016-11-09,2 tower center blvd.,SUITE 2200,east brunswick,UNITED STATES OF AMERICA,operations manager - gims,wipro limited,12493,7325091586,,8816,nj,1996,,,FREMONT,Master's,2016,2016,11
174807,rockville,tan law offices,md,A-14296-18567,2014-10-23,Certified,,MONGOLIA,2015-04-15,"1401 k st., nw #401",,"washington, dc",UNITED STATES OF AMERICA,president,"marali enterprise, llc",45,2027892800,,20005,district of columbia,2006,A,MONGOLIA,ARLINGTON,Master's,2014,2015,4
322150,san diego,"fragomen, del rey, bernsen & loewy, llp",ca,A-14097-58517,2014-05-07,Certified-Expired,H-1B,UNITED KINGDOM,2014-10-08,5775 morehouse drive,,san diego,UNITED STATES OF AMERICA,immigration specialist - qualcomm hr,qualcomm technologies inc.,31000,8586511440,,92121,california,2011,N,INDIA,BOULDER,Master's,2014,2014,10
370938,phoenix,"fragomen, del rey, bernsen & loewy, llp",az,A-14200-90522,2014-11-18,Certified,H-1B,INDIA,2015-04-21,2200 mission college blvd.,,santa clara,UNITED STATES OF AMERICA,u.s. immigration ops manager,intel corporation,46544,4087658080,,95052,california,1968,A,INDIA,HILLSBORO,Master's,2014,2015,4
208597,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-15342-48014,2015-12-21,Certified,H-1B,INDIA,2016-05-06,5565 glenridge connector ne,None,atlanta,UNITED STATES OF AMERICA,senior immigration specialist,"first data card solutions, inc",24000,4048902000,,30342,ga,1969,,,MARIETTA,Master's,2015,2016,5
193252,,,,A-14203-91009,2014-08-15,Certified-Expired,H-1B,AUSTRALIA,2015-01-07,"21 north park street, suite 5101",,madison,UNITED STATES OF AMERICA,"director, international faculty & staff services",university of wisconsin-madison,16000,6082652257,,53715,wisconsin,1849,A,AUSTRALIA,MADISON,Doctorate,2014,2015,1
126490,milwaukee,lindner & marsack s.c.,wi,A-14190-86443,2014-08-05,Certified-Expired,H-1B,INDIA,2015-01-09,one persnickety place,,plymouth,UNITED STATES OF AMERICA,senior human resources manager,sargento foods inc.,1122,9208938484,3457,53073,wisconsin,1953,Y,INDIA,SHEBOYGAN FALLS,Master's,2014,2015,1
112659,boston,"fragomen, del rey, bernsen, & loewy, llp",ma,A-14304-21490,2014-11-06,Certified,H-1B,CHINA,2015-05-04,440 terry ave n,,seattle,UNITED STATES OF AMERICA,immigration specialist,amazon corporate llc,117300,2062661000,,98109,washington,1999,A,CHINA,SHORELINE,Master's,2014,2015,5
43421,santa clara,law office of jaegyun ryu,ca,A-14328-28186,2015-02-06,Denied,F-1,SOUTH KOREA,2015-09-02,937 lakeville st.,,petaluma,UNITED STATES OF AMERICA,president,taatjes chiropractic inc.,8,7077638910,,94952,california,1989,A,SOUTH KOREA,PETALUMA,Doctorate,2015,2015,9
286760,san francisco,mccown & evans llp,ca,A-15310-36811,2015-12-29,Certified,H-1B,INDIA,2016-04-26,3450 w. warren avenue,None,fremont,UNITED STATES OF AMERICA,director of human resources,"quantenna communications, inc.",90,5107432260,,94538,ca,2005,,,SAN JOSE,Master's,2015,2016,4
163931,plainsboro,"k. k. rastogi, esq.",nj,A-16265-54697,2016-09-21,Certified,H-1B,INDIA,2016-12-01,103 morgan lane,SUITE 102,plainsboro,UNITED STATES OF AMERICA,president,"compunnel software group, inc.",600,6096069010,,8536,nj,1994,,,BELLEVUE,Master's,2016,2016,12
259401,los angeles,tafapolsky and smith llp,ca,A-15062-55443,2015-05-08,Certified-Expired,H-1B,CANADA,2015-11-20,701 first avenue,None,sunnyvale,UNITED STATES OF AMERICA,"sr mgr, human resources",yahoo! inc.,7572,4083493300,,94089,ca,1994,,,NEW YORK,Bachelor's,2015,2015,11
245795,new york,barst mukamal & kleiner llp,ny,A-15041-49515,2015-03-09,Certified,H-1B,MEXICO,2015-09-21,1390 timberlake manor parkway,,chesterfield,UNITED STATES OF AMERICA,regional immigration and relocation manager,amdocs inc.,4000,3142127188,,63017,missouri,1984,A,MEXICO,BALLWIN,Master's,2015,2015,9
280226,,,,A-15009-40896,2015-01-12,Certified,H-1B,INDIA,2015-08-13,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,NEW BRIGHTON,Master's,2015,2015,8
109018,,,,A-14129-67842,2014-08-06,Certified-Expired,H-1B,UNITED KINGDOM,2014-12-24,"21 north park street, suite 5101",,madison,UNITED STATES OF AMERICA,"director, international faculty & staff services",university of wisconsin-madison,16000,6082652257,,53715,wisconsin,1849,A,IRAQ,MADISON,Doctorate,2014,2014,12
114264,boston,"fragomen, del rey, bernsen & loewy, llp",ma,A-14254-05939,2014-10-31,Certified,H-1B,INDIA,2015-04-15,280 congress street,,boston,UNITED STATES OF AMERICA,"vp, manager of global mobility","wellington management company, llp",2180,6179515000,,2210,massachusetts,1928,Y,INDIA,WESTBOROUGH,Bachelor's,2014,2015,4
108645,san jose,law office of ning gan,ca,A-16047-73620,2016-03-02,Certified,H-1B,INDIA,2016-10-26,2560 n. first street.,SUITE 210,san jose,UNITED STATES OF AMERICA,director of human resources & operations,"pragiti, inc.",27,4086913578,,95131,ca,2011,,,SAN JOSE,Bachelor's,2016,2016,10
221135,alpharetta,"sikal & associates, llc.",ga,A-16014-61198,2016-01-21,Certified,H-1B,INDIA,2016-05-19,"17 state st., 2700",None,new york,UNITED STATES OF AMERICA,director of operations,"axioma, inc.",90,2129914503,,10004,ny,2000,,,ATLANTA,Master's,2016,2016,5
265775,boston,iandoli desai & cronin p.c.,ma,A-15127-74295,2015-05-29,Certified-Expired,H-1B,INDIA,2015-11-23,260 franklin street,None,boston,UNITED STATES OF AMERICA,human resources business partner,"linedata services (bft), inc.",110,6179124700,,2110,ma,2001,,,TUKWILA,Master's,2015,2015,11
133019,new york,,ny,A-15022-44546,2015-02-03,Certified,H-1B,INDIA,2015-09-04,3039 cornwallis road,BLDG. 002 /DEPT. 0O4A,rtp,UNITED STATES OF AMERICA,senior managing consultant,ibm corporation,400000,9192547737,,27709,north carolina,1911,N,INDIA,WAUKEGAN,Master's,2015,2015,9
238897,brooklyn,"law offices of laura leibfreid, pllc",ny,A-14272-11015,2014-10-22,Certified-Expired,H-1B,TAIWAN,2015-03-12,"114 west 26th street, 8th floor",,new york,UNITED STATES OF AMERICA,senior manager operations,"gravity media, llc",18,6464860000,100,10001,new york,2009,A,TAIWAN,LONG ISLAND CITY,Master's,2014,2015,3
317946,,,,A-15257-17452,2015-09-14,Certified-Expired,H-1B,INDIA,2016-03-23,410 boucke building,None,university park,UNITED STATES OF AMERICA,international scholar advisor,the pennsylvania state university,46000,8148650423,,16802,pa,1855,,,ERIE,Doctorate,2015,2016,3
213961,los angeles,root law group,ca,A-14202-90784,2014-07-21,Certified-Expired,,ARGENTINA,2014-12-15,11835 west olympic blvd. suite 1155e,,los angeles,UNITED STATES OF AMERICA,ceo,rl public relations marketing inc.,20,3104734422,,90064,california,2000,A,ARGENTINA,BUENOS AIRES,Bachelor's,2014,2014,12
356284,vienna,law office of romney wright,va,A-16200-33796,2016-08-03,Certified,H-1B,INDIA,2016-10-19,3000 bayport drive,SUITE#840,tampa,UNITED STATES OF AMERICA,sr. corporate manager,system soft technologies llc,382,7277230801,306,33607,fl,1999,,,HERNDON,Master's,2016,2016,10
207893,flushing,law offices of feng & associates pc,ny,A-15295-31502,2015-11-06,Certified-Expired,H-1B,INDIA,2016-03-31,346 maple avenue,None,westbury,UNITED STATES OF AMERICA,general counsel,"accelerated innovators, inc.",63,5162802151,,11590,ny,2005,,,JERSEY CITY,Bachelor's,2015,2016,3
268360,foster city,"law office of jocelyne j. kim lew, a professional corporation",ca,A-15043-50288,2015-03-23,Certified-Expired,H-1B,INDIA,2016-02-19,"42808 christy street, suite 102",None,fremont,UNITED STATES OF AMERICA,co-founder & vp solutions engineering,embedur systems,23,5103539111,,94538,ca,2004,,,FREMONT,Master's,2015,2016,2
113857,addison,"fragomen, del rey, bernsen & loewy, llp",tx,A-14274-11904,2014-10-08,Certified-Expired,H-1B,INDIA,2015-03-03,14643 dallas parkway,SUITE 800,dallas,UNITED STATES OF AMERICA,"director, global immigration services",hitachi consulting corporation,1657,2146657000,,75254,texas,2000,Y,INDIA,CYPRESS,Bachelor's,2014,2015,3
30170,miami,beltran brito llp,fl,A-15152-81485,2015-09-16,Certified-Expired,H-1B,VENEZUELA,2016-02-24,2700 n. miami av.,SUITE 208,miami,UNITED STATES OF AMERICA,president,wellmeaning properties llc,6,9546650267,,33127,fl,2009,,,MIAMI,Master's,2015,2016,2
